,cord_uid,affiliations,location
133,dhkd7omo,"Kelly L Warfield (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; Dana L Swenson (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; Gene G Olinger (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; Donald K Nichols (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; William D Pratt (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; Robert Blouch (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; David A Stein (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; M Javad Aman (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; Patrick L Iversen (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America) ; Sina Bavari (US Army Medical Research Institute of Infectious Diseases ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America)","Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America ; Fort Detrick, 2 AVI BioPharma ; Frederick, Corvallis ; Maryland, Oregon ; United States of America, United States of America"
134,ueuz99pl,,
135,vw8xjo9t,,
136,bnnl700a,,
137,h640qddv,Feng-Biao Guo (Tianjin University ; 300072 ; Tianjin ; China) ; Chun-Ting Zhang (Tianjin University ; 300072 ; Tianjin ; China),300072 ; Tianjin ; China ; 300072 ; Tianjin ; China
138,er3mnkyf,,
139,m71xkuo9,Yasuyoshi Mori ; Tsuyoshi Hirano ; Tsugunori Notomi ; * -Yasuyoshi_Mori@eiken Co Jp ; ; Tsuyoshi ; Hirano -Tsuyoshi_Hirano@eiken Co Jp ; ; Tsugunori ; Notomi -Tsugunori_Notomi@eiken Co Jp,  ;   ;   ;   ;   ;   ;   ;  
140,gwd8qin6,,
141,3datxv8j,Gigi Kwik Gronvall (University of Pittsburgh Medical Center ; Pittsburgh ; Pennsylvania) ; Richard E Waldhorn (University of Pittsburgh Medical Center ; Pittsburgh ; Pennsylvania) ; D A Henderson (University of Pittsburgh Medical Center ; Pittsburgh ; Pennsylvania),Pittsburgh ; Pennsylvania ; Pittsburgh ; Pennsylvania ; Pittsburgh ; Pennsylvania
142,6z7rt5dd,,
143,rsycde29,,
144,v0na73zt,,
145,kt9ja8nc,,
146,p8b3ini4,,
147,5m4lcl0k,,
148,vip4jtlv,,
149,2tpy5jva,,
150,stgj6olw,L J Demma (Emory University ; Atlanta ; GA ; USA) ; T H Vanderford (Emory University ; Atlanta ; GA ; USA) ; J M Logsdon (Emory University ; Atlanta ; GA) ; M B Feinberg (Emory University School of Medicine ; Atlanta ; GA ; USA) ; S I Staprans (Emory University School of Medicine ; Atlanta ; GA ; USA),Atlanta ; GA ; USA ; Atlanta ; GA ; USA ; Atlanta ; GA ; Atlanta ; GA ; USA ; Atlanta ; GA ; USA
151,jseyjnqg,,
152,u7lz3spe,"James V Lawler (National Naval Medical Center (NNMC) ; Bethesda ; Maryland ; United States of America) ; Timothy P Endy (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; Lisa E Hensley (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; Aura Garrison (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; Elizabeth A Fritz (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; May Lesar (National Naval Medical Center (NNMC) ; Bethesda, Maryland) ; Ralph S Baric (University of North Carolina at Chapel Hill ; Chapel Hill) ; David A Kulesh (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; David A Norwood (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; Leonard P Wasieloski (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; Melanie P Ulrich (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; Tom R Slezak (Lawrence Livermore National Laboratory ; Livermore ; California) ; Elizabeth Vitalis (Lawrence Livermore National Laboratory ; Livermore ; California) ; John W Huggins (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America) ; Peter B Jahrling ; Jason Paragas (Army Medical Research Institute of Infectious Diseases (USAMRIID) ; Fort Detrick ; Maryland ; United States, United States of America)","Bethesda ; Maryland ; United States of America ; Fort Detrick ; Maryland ; United States, United States of America ; Fort Detrick ; Maryland ; United States, United States of America ; Fort Detrick ; Maryland ; United States, United States of America ; Fort Detrick ; Maryland ; United States, United States of America ; Bethesda, Maryland ; Chapel Hill ; Fort Detrick ; Maryland ; United States, United States of America ; Fort Detrick ; Maryland ; United States, United States of America ; Fort Detrick ; Maryland ; United States, United States of America ; Fort Detrick ; Maryland ; United States, United States of America ; Livermore ; California ; Livermore ; California ; Fort Detrick ; Maryland ; United States, United States of America ;   ; Fort Detrick ; Maryland ; United States, United States of America"
153,3a1qde41,Christopher J Johnson (University of Wisconsin Madison ; Madison ; Wisconsin ; United States of America) ; Kristen E Phillips (University of Wisconsin Madison ; Madison ; Wisconsin) ; Peter T Schramm (University of Wisconsin Madison ; Madison ; Wisconsin) ; Debbie Mckenzie (University of Wisconsin Madison ; Madison ; Wisconsin ; United States of America) ; Judd M Aiken (University of Wisconsin Madison ; Madison ; Wisconsin ; United States of America) ; Joel A Pedersen (University of Wisconsin Madison ; Madison ; Wisconsin),Madison ; Wisconsin ; United States of America ; Madison ; Wisconsin ; Madison ; Wisconsin ; Madison ; Wisconsin ; United States of America ; Madison ; Wisconsin ; United States of America ; Madison ; Wisconsin
154,7ecliy9q,,
155,krzhxu1p,,
156,kzhj0efp,Ben S Cooper (Health Protection Agency ; London ; United Kingdom) ; Richard J Pitman (Health Protection Agency ; London ; United Kingdom) ; W John Edmunds (Health Protection Agency ; London ; United Kingdom) ; Nigel J Gay (Health Protection Agency ; London ; United Kingdom),London ; United Kingdom ; London ; United Kingdom ; London ; United Kingdom ; London ; United Kingdom
157,cpc8i54y,,
158,58czem0j,,
159,3xjnpkqp,,
160,na7z92i8,,
161,f0dq94j1,,
162,4s71mh8j,Mark J M Van Ooij ; Charlotta Polacek (University of California ; San Francisco) ; Dirk H R F Glaudemans ; Judith Kuijpers ; Frank J M Van Kuppeveld ; Raul Andino (University of California ; San Francisco) ; Vadim I Agol (Russian Academy of Medical Sciences ; 142782 ; Moscow Region ; Russia) ; Willem J G Melchers,  ; San Francisco ;   ;   ;   ; San Francisco ; 142782 ; Moscow Region ; Russia ;  
163,x7wg7e9s,,
164,s95pfsyp,,
165,utglk4af,,
166,gvfz6qio,"Eng Eong Ooi (DSO National Laboratories ; 27 Medical Drive ; #09-01, 117510 ; Singapore) ; Janet Seok (DSO National Laboratories ; 27 Medical Drive ; #09-01, 117510 ; Singapore) ; Wei Chew (DSO National Laboratories ; 27 Medical Drive ; #09-01, 117510 ; Singapore) ; Jin Phang Loh (DSO National Laboratories ; 27 Medical Drive ; #09-01, 117510 ; Singapore) ; Robert Cs Chua (DSO National Laboratories ; 27 Medical Drive ; #09-01, 117510 ; Singapore)","27 Medical Drive ; #09-01, 117510 ; Singapore ; 27 Medical Drive ; #09-01, 117510 ; Singapore ; 27 Medical Drive ; #09-01, 117510 ; Singapore ; 27 Medical Drive ; #09-01, 117510 ; Singapore ; 27 Medical Drive ; #09-01, 117510 ; Singapore"
167,3gd1w2kn,,
168,9011s995,"Jan Ter Meulen (Crucell Holland B.V ; Leiden ; Netherlands) ; Edward N Van Den Brink (Crucell Holland B.V ; Leiden ; Netherlands) ; [  ; Leo L M Poon (Hong Kong Special Administrative Region of the People's Republic of China) ; Wilfred E Marissen (Crucell Holland B.V ; Leiden ; Netherlands) ; Cynthia S W Leung (Hong Kong Special Administrative Region of the People's Republic of China) ; Freek Cox (Crucell Holland B.V ; Leiden ; Netherlands) ; Chung Y Cheung (Hong Kong Special Administrative Region of the People's Republic of China) ; Arjen Q Bakker (Crucell Holland B.V ; Leiden ; Netherlands) ; Johannes A Bogaards (Crucell Holland B.V ; Leiden ; Netherlands) ; Els Van Deventer (Crucell Holland B.V ; Leiden ; Netherlands) ; Wolfgang Preiser (Johann Wolfgang Goethe University ; Frankfurt am Main, Germany) ; Hans Wilhelm Doerr (Johann Wolfgang Goethe University ; Frankfurt am Main, Germany) ; Vincent T Chow (National University of Singapore ; Singapore) ; John De Kruif (Crucell Holland B.V ; Leiden ; Netherlands) ; Joseph S M Peiris (Hong Kong Special Administrative Region of the People's Republic of China) ; Jaap Goudsmit (Crucell Holland B.V ; Leiden ; Netherlands)","Leiden ; Netherlands ; Leiden ; Netherlands ;   ;   ; Leiden ; Netherlands ;   ; Leiden ; Netherlands ;   ; Leiden ; Netherlands ; Leiden ; Netherlands ; Leiden ; Netherlands ; Frankfurt am Main, Germany ; Frankfurt am Main, Germany ; Singapore ; Leiden ; Netherlands ;   ; Leiden ; Netherlands"
169,icp9d998,Lies Bogaert (Ghent University -UGent ; Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium) ; Mario Van Poucke (Ghent University -UGent ; Heidestraat 19 ; B-9820 ; Merelbeke ; Belgium) ; Cindy De Baere (Ghent University -UGent ; Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium) ; Luc Peelman (Ghent University -UGent ; Heidestraat 19 ; B-9820 ; Merelbeke ; Belgium) ; Frank Gasthuys (Ghent University -UGent ; Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium) ; Ann Martens (Ghent University -UGent ; Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium),Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium ; Heidestraat 19 ; B-9820 ; Merelbeke ; Belgium ; Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium ; Heidestraat 19 ; B-9820 ; Merelbeke ; Belgium ; Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium ; Salisburylaan 133 ; B-9820 ; Merelbeke ; Belgium
170,or4iew8u,,
171,yykgq6gn,,
172,xne08vbd,,
173,ltf82dh3,Wen Liu (University of Minnesota ; 55455 ; Minneapolis ; MN ; USA) ; Xiangshan Meng (University of Minnesota ; 55455 ; Minneapolis ; MN ; USA) ; Qiqi Xu (University of Minnesota ; 55455 ; Minneapolis ; MN ; USA) ; Darren R Flower (University of Oxford ; RG20 7NN ; Compton ; Berkshire ; UK) ; Tongbin Li (University of Minnesota ; 55455 ; Minneapolis ; MN ; USA),55455 ; Minneapolis ; MN ; USA ; 55455 ; Minneapolis ; MN ; USA ; 55455 ; Minneapolis ; MN ; USA ; RG20 7NN ; Compton ; Berkshire ; UK ; 55455 ; Minneapolis ; MN ; USA
174,ygnbt4jb,,
175,9r62ffew,,
176,xz7rzjqv,"Cheng-Chung Chou (National Taiwan University ; 100 ; Taipei ; ROC) ; Te-Tsui Lee (Academia Sinica ; Taipei ; Taiwan, 115, ROC) ; Chun-Houh Chen (Academia Sinica ; 115 ; Taipei ; Taiwan, ROC) ; Hsiang-Yun Hsiao (National Taiwan University ; 100 ; Taipei ; ROC) ; Yi-Ling Lin (Academia Sinica ; Taipei ; Taiwan, 115, ROC) ; Mei-Shang Ho (Academia Sinica ; Taipei ; Taiwan, 115, ROC) ; Pan-Chyr Yang (National Taiwan University ; 100 ; Taipei ; ROC) ; Konan Peck (Academia Sinica ; Taipei ; Taiwan, 115, ROC)","100 ; Taipei ; ROC ; Taipei ; Taiwan, 115, ROC ; 115 ; Taipei ; Taiwan, ROC ; 100 ; Taipei ; ROC ; Taipei ; Taiwan, 115, ROC ; Taipei ; Taiwan, 115, ROC ; 100 ; Taipei ; ROC ; Taipei ; Taiwan, 115, ROC"
177,d3cko4j2,Ulisses M Braga-Neto ; Ernesto T A Marques,  ;  
178,f0prnpsu,,
179,jg7u6913,,
180,lqnjqpdj,,
181,2g4m0dy7,,
182,951wyr0h,,
183,ik25nf14,,
184,1e2kkhht,,
185,w5fxen70,,
186,uzzuoy9v,"Yuki Naito ; Kumiko Ui-Tei ; Toru Nishikawa (University of Tokyo ; 7-3-1 Hongo, Bunkyo-ku ; 113-0033 ; Tokyo ; Japan) ; Yutaka Takebe (National Institute of Infectious Diseases ; 1-23-1 Toyama, Shinjuku-ku ; 162-8640 ; Tokyo ; Japan) ; Kaoru Saigo","  ;   ; 7-3-1 Hongo, Bunkyo-ku ; 113-0033 ; Tokyo ; Japan ; 1-23-1 Toyama, Shinjuku-ku ; 162-8640 ; Tokyo ; Japan ;  "
187,exm1rv1w,,
188,sztzrx1l,,
189,ub9dtgup,,
190,p5rtp31m,,
191,28wrp74k,,
192,8f0pn321,,
193,xavtxl4m,,
194,0z95orkh,,
195,1jpwtd4t,,
196,zv0t3d0m,Christopher Bouch (Leicester Royal Infirmary ; LE1 5WW ; Leicester ; UK) ; Gareth Williams (Leicester Royal Infirmary ; LE1 5WW ; Leicester ; UK),LE1 5WW ; Leicester ; UK ; LE1 5WW ; Leicester ; UK
197,5rfgyiit,,
198,ki9f6ssk,,
199,bpnfupzv,,
200,mxrq99vo,,
201,j3p1u80n,Kwang-Il Lim (University of Wisconsin-Madison ; Madison ; Wisconsin ; United States of America) ; Tobias Lang (University of Wisconsin-Madison ; Madison ; Wisconsin ; United States of America) ; Vy Lam (University of Wisconsin-Madison ; Madison ; Wisconsin ; United States of America) ; John Yin (University of Wisconsin-Madison ; Madison ; Wisconsin ; United States of America),Madison ; Wisconsin ; United States of America ; Madison ; Wisconsin ; United States of America ; Madison ; Wisconsin ; United States of America ; Madison ; Wisconsin ; United States of America
202,qctdrbn3,"Tzeng-Ji Chen (Taipei Veterans General Hospital ; Shih-Pai Road, Section 2, No 201 ; 11217 ; Taipei ; Taiwan) ; Ming-Hwai Lin (Taipei Veterans General Hospital ; Shih-Pai Road, Section 2, No 201 ; 11217 ; Taipei ; Taiwan) ; Li-Fang Chou (National Chengchi University ; Taipei ; Taiwan) ; Shinn-Jang Hwang (Taipei Veterans General Hospital ; Shih-Pai Road, Section 2, No 201 ; 11217 ; Taipei ; Taiwan)","Shih-Pai Road, Section 2, No 201 ; 11217 ; Taipei ; Taiwan ; Shih-Pai Road, Section 2, No 201 ; 11217 ; Taipei ; Taiwan ; Taipei ; Taiwan ; Shih-Pai Road, Section 2, No 201 ; 11217 ; Taipei ; Taiwan"
203,37qoupvk,"Cheryl Lans ; Nancy Turner (British Columbia ; V8W 3P5 ; Canada) ; Gerhard Brauer (British Columbia ; V8W 3P5 ; Canada) ; Grant Lourenco ; Karla Georges (University of the West Indies ; Mt. Hope, Trinidad and Tobago) ; Trinidad  ; Tobago Racing Authority ; Santa Rosa Park ; Churchill Roosevelt Highway ; O &apos; Meara ; Trinidad Arima ; Tobago ","  ; V8W 3P5 ; Canada ; V8W 3P5 ; Canada ;   ; Mt. Hope, Trinidad and Tobago ;   ;   ;   ;   ;   ;   ;  "
204,m9xu4zyr,Sabrina Oliveira (Utrecht University ; Room Z735A ; PO Box 80082 ; 3508 ; Utrecht ; The Netherlands) ; Gert Storm (Utrecht University ; Room Z735A ; PO Box 80082 ; 3508 ; Utrecht ; The Netherlands) ; Raymond M Schiffelers (Utrecht University ; Room Z735A ; PO Box 80082 ; 3508 ; Utrecht ; The Netherlands),Room Z735A ; PO Box 80082 ; 3508 ; Utrecht ; The Netherlands ; Room Z735A ; PO Box 80082 ; 3508 ; Utrecht ; The Netherlands ; Room Z735A ; PO Box 80082 ; 3508 ; Utrecht ; The Netherlands
205,5eqdrd52,,
206,wrhr237o,,
207,v09jj3a2,,
208,c5gl9p3a,,
209,sc1yzzsn,,
210,il35gs97,,
211,90qq0xsw,,
212,j35w1vsw,Lauren J Stockman ; Richard Bellamy (James Cook University Hospital ; Middlesbrough ; United Kingdom) ; Paul Garner,  ; Middlesbrough ; United Kingdom ;  
213,zmyxksbq,Malin Hultqvist ; Peter Olofsson ; Kyra A Gelderman ; Jens Holmberg ; Rikard Holmdahl,  ;   ;   ;   ;  
214,24fkaqlz,John S Brownstein (Harvard-MIT Division of Health Sciences and Technology ; Boston ; Massachusetts ; United States of America) ; Cecily J Wolfe (Harvard-MIT Division of Health Sciences and Technology ; Boston ; Massachusetts ; United States of America) ; Kenneth D Mandl (Harvard-MIT Division of Health Sciences and Technology ; Boston ; Massachusetts ; United States of America),Boston ; Massachusetts ; United States of America ; Boston ; Massachusetts ; United States of America ; Boston ; Massachusetts ; United States of America
215,ekih7xfx,,
216,124czudi,,
217,y607uvg6,,
218,1in7m56w,,
219,yagdt1a2,"Matthew P Badtke (Saint Louis University School of Medicine. St. Louis ; 63104 ; MO ; USA) ; Feng Cao (Saint Louis University School of Medicine. St. Louis ; 63104 ; MO ; USA) ; John E Tavis (Saint Louis University School of Medicine. St. Louis ; 63104, 63104 ; St. Louis ; MO, MO ; USA., . USA)","63104 ; MO ; USA ; 63104 ; MO ; USA ; 63104, 63104 ; St. Louis ; MO, MO ; USA., . USA"
220,nhb4o6ty,Scott C Johnson ; David J Marshall ; Gerda Harms ; Christie M Miller ; Christopher B Sherrill ; Edward L Beaty ; Scott A Lederer ; Eric B Roesch ; Gary Madsen ; Gary L Hoffman ; Ronald H Laessig ; Greg J Kopish ; Mei Wang Baker ; Steven A Benner ; Philip M Farrell ; James R Prudent,  ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;  
221,7hhwy6ir,,
222,8plec8t4,,
223,24qizp9k,Victoria A Robinson (University of Toronto ; Toronto ; Canada) ; Russell D Macdonald (University of Toronto ; Toronto ; Canada) ; Doug Manuel ; Vivek Goel (University of Toronto ; Toronto ; Canada),Toronto ; Canada ; Toronto ; Canada ;   ; Toronto ; Canada
224,apiz60hu,,
225,xgwbl8em,"Clark M Henderson (University of Utah ; 15 N 2030 E ; 7410, 84112-5330 ; Room, Salt Lake City ; UT ; USA) ; Christine B Anderson (University of Utah ; 15 N 2030 E ; 7410, 84112-5330 ; Room, Salt Lake City ; UT ; USA) ; Michael T Howard (University of Utah ; 15 N 2030 E ; 7410, 84112-5330 ; Room, Salt Lake City ; UT ; USA)","15 N 2030 E ; 7410, 84112-5330 ; Room, Salt Lake City ; UT ; USA ; 15 N 2030 E ; 7410, 84112-5330 ; Room, Salt Lake City ; UT ; USA ; 15 N 2030 E ; 7410, 84112-5330 ; Room, Salt Lake City ; UT ; USA"
